CODESC;NOMESC;Dir;MUN;NIVEL SOCIOECONOMICO DOS ALUNOS
22846;ANA MARIA JUNQUEIRA PROFA;FRANCA;FRANCA;4,1
22858;JOSE DOS REIS MIRANDA FILHO PROF;FRANCA;FRANCA;3,52
22861;JOAO DE FARIA;FRANCA;CRISTAIS PAULISTA;5,08
22871;ORLIK LUZ DR;FRANCA;FRANCA;5,2
22895;FRANCISCO MARTINS CORONEL;FRANCA;FRANCA;2,91
22901;ANTONIO BARREIROS PROFESSOR;RIBEIRAO PRETO;ALTINOPOLIS;5,12
22913;ANGELO SCARABUCCI;FRANCA;FRANCA;4,47
22925;SILVIO DE ALMEIDA;RIBEIRAO PRETO;BATATAIS;6,36
22937;DAVID CARNEIRO EWBANK;FRANCA;FRANCA;2,44
22949;WASHINGTON LUIZ DOUTOR;RIBEIRAO PRETO;BATATAIS;3,04
22950;DANTE GUEDINE FILHO PROF;FRANCA;FRANCA;4,06
22962;JOAQUIM ALVES FERREIRA MONSENHOR;RIBEIRAO PRETO;BATATAIS;3,5
22986;HOMERO ALVES;FRANCA;FRANCA;1,88
23000;CANDIDO PORTINARI;RIBEIRAO PRETO;BATATAIS;4,29
23024;MACIEL DE CASTRO JUNIOR;FRANCA;SAO JOSE DA BELA VISTA;6,14
23036;MACARIO DE ALMEIDA CONEGO;RIBEIRAO PRETO;SANTO ANTONIO DA ALEGRIA;5,99
23048;ISAAC VILELA DE ANDRADE;FRANCA;RESTINGA;4,68
23059;HENRIQUE LESPINASSE PROF;FRANCA;ITIRAPUA;6,25
23073;JORGE FALEIROS;FRANCA;PATROCINIO PAULISTA;5,05
23097;ARTUR BELEM JUNIOR;FRANCA;PEDREGULHO;4,58
23103;JOSE VICENTE MACHADO NETTO DR;FRANCA;PEDREGULHO;4,84
23115;BARAO DE FRANCA;FRANCA;FRANCA;3,19
23127;TORQUATO CALEIRO;FRANCA;FRANCA;2,45
23139;OLIVIO PEIXOTO PROF;FRANCA;JERIQUARA;4,98
23140;JOSE RIBEIRO DE BARROS PROF;FRANCA;PEDREGULHO;3,86
23152;NENE LOURENCO;FRANCA;RIBEIRAO CORRENTE;5,82
23164;HENRIQUETA RIVERA MIRANDA PROFA;FRANCA;RIFAINA;3,9
23176;MARIO D ELIA;FRANCA;FRANCA;1,43
23206;JERONIMO BARBOSA SANDOVAL;FRANCA;FRANCA;3,74
23218;WILLIAN AMIN DOUTOR;SAO JOAQUIM DA BARRA;MIGUELOPOLIS;5,4
23231;MARTINHO SYLVIO BIZUTTI PROFESSOR;SAO JOAQUIM DA BARRA;IGARAPAVA;4,67
23310;RONDON MARECHAL;SAO JOAQUIM DA BARRA;GUARA;5,32
23334;FABIO JOSE DE ARAUJO;SAO JOAQUIM DA BARRA;ARAMINA;4,49
23358;FRANCISCO RIBEIRO SOARES JUNIOR;SAO JOAQUIM DA BARRA;BURITIZAL;2,92
23383;ANTONIO JUSTINO FALLEIROS CAPITAO;SAO JOAQUIM DA BARRA;ITUVERAVA;4,35
23462;ESTEVAM FERRI PROFESSOR;SAO JOSE DOS CAMPOS;SAO JOSE DOS CAMPOS;2,26
23486;ISAIAS JOSE FERREIRA DOUTOR;SERTAOZINHO;SERTAOZINHO;5,72
23516;CONSTANTE OMETTO;JABOTICABAL;PRADOPOLIS;3,72
23528;NESTOR GOMES DE ARAUJO PROFESSOR;SERTAOZINHO;DUMONT;4
23541;JOAQUIM BATISTA DOUTOR;JABOTICABAL;JABOTICABAL;4,52
23553;BRUNO PIERONI PROFESSOR;SERTAOZINHO;SERTAOZINHO;2,7
23565;AURELIO ARROBAS MARTINS;JABOTICABAL;JABOTICABAL;2,89
23577;LUIZ ZACHARIAS DE LIMA DOUTOR;JABOTICABAL;MONTE ALTO;3,66
23589;SALVADOR GOGLIANO JUNIOR PROF;TAQUARITINGA;VISTA ALEGRE DO ALTO;4,66
23590;JOSE PACIFICO;JABOTICABAL;GUARIBA;3,89
23607;WINSTON CHURCHILL;SERTAOZINHO;SERTAOZINHO;3,85
23619;JOSE LUIZ DE SIQUEIRA PROFESSOR;SERTAOZINHO;BARRINHA;4,09
23620;ANTONIO FURLAN JUNIOR DOUTOR;SERTAOZINHO;SERTAOZINHO;3,92
23668;JEREMIAS DE PAULA EDUARDO;JABOTICABAL;MONTE ALTO;2,85
23711;LUIZ LATORRACA PROFESSOR;JABOTICABAL;JABOTICABAL;4,54
23735;ROSA MARI DE SOUZA SIMIELLI PROFESSORA;JABOTICABAL;JABOTICABAL;4,11
23760;ANTONIO JOSE PEDROSO PROFESSOR;JABOTICABAL;JABOTICABAL;3,93
23796;FABIO BARRETO;RIBEIRAO PRETO;RIBEIRAO PRETO;3,84
23826;BARROS CONEGO;RIBEIRAO PRETO;RIBEIRAO PRETO;2,37
23838;JOSE ALEIXO DA SILVA PASSOS CORONEL;RIBEIRAO PRETO;BRODOWSKI;4,42
23848;ANTONIO DIEDERICHSEN;RIBEIRAO PRETO;RIBEIRAO PRETO;3,56
23851;ALBERTO SANTOS DUMONT;RIBEIRAO PRETO;RIBEIRAO PRETO;2,25
23875;JOSE LIMA PEDREIRA DE FREITAS PROFESSORA;RIBEIRAO PRETO;RIBEIRAO PRETO;5,05
23887;WALTER FERREIRA PROFESSOR;RIBEIRAO PRETO;RIBEIRAO PRETO;3,25
23899;GLETE DE ALCANTARA PROFESSORA;RIBEIRAO PRETO;RIBEIRAO PRETO;6,44
23905;HERMINIA GUGLIANO PROFESSORA;RIBEIRAO PRETO;RIBEIRAO PRETO;4
23917;AMELIA DOS SANTOS MUSA PROFESSORA;RIBEIRAO PRETO;RIBEIRAO PRETO;3,79
23929;SINHA JUNQUEIRA DONA;RIBEIRAO PRETO;RIBEIRAO PRETO;2,83
23930;ALCIDES CORREA PROFESSOR;RIBEIRAO PRETO;RIBEIRAO PRETO;3,3
23942;RUBEN CLAUDIO MOREIRA PROFESSOR;RIBEIRAO PRETO;RIBEIRAO PRETO;6,03
23954;JOAO AUGUSTO DE MELLO PROFESSOR;RIBEIRAO PRETO;RIBEIRAO PRETO;4,39
23966;FRANCISCO BONFIM;RIBEIRAO PRETO;RIBEIRAO PRETO;5,48
23978;ALBERTO JOSE GONCALVES DOM;RIBEIRAO PRETO;RIBEIRAO PRETO;4,01
23985;MARIO LINS DOUTOR;SERTAOZINHO;JARDINOPOLIS;4,59
23991;JOSE COSTA DEPUTADO;RIBEIRAO PRETO;SERRANA;4,16
24016;FRANCISCO DA CUNHA JUNQUEIRA DOUTOR;RIBEIRAO PRETO;RIBEIRAO PRETO;3,59
24028;GUIMARAES JUNIOR DOUTOR;RIBEIRAO PRETO;RIBEIRAO PRETO;3,67
24053;MEIRA JUNIOR DOUTOR;RIBEIRAO PRETO;RIBEIRAO PRETO;4,83
24065;EUGENIA VILHENA DE MORAIS PROFESSORA;RIBEIRAO PRETO;RIBEIRAO PRETO;3,96
24077;SEBASTIAO FERNANDES PALMA PROFESSOR;RIBEIRAO PRETO;RIBEIRAO PRETO;1,85
24089;ALPHEU DOMINIGUETTI PROFESSOR;RIBEIRAO PRETO;RIBEIRAO PRETO;5,07
24090;CID DE OLIVEIRA LEITE PROFESSOR;RIBEIRAO PRETO;RIBEIRAO PRETO;1,45
24119;OTONIEL MOTA;RIBEIRAO PRETO;RIBEIRAO PRETO;1,71
24120;EDGARDO CAJADO DOUTOR;RIBEIRAO PRETO;RIBEIRAO PRETO;4,19
24132;GAVINO VIRDES JORNALISTA;JABOTICABAL;GUATAPARA;3,7
24144;PLINIO BERARDO PROFESSOR;SERTAOZINHO;JARDINOPOLIS;4,53
24156;HELY LOPES MEIRELLES;RIBEIRAO PRETO;RIBEIRAO PRETO;2,73
24168;TOMAS ALBERTO WHATELLY DOUTOR;RIBEIRAO PRETO;RIBEIRAO PRETO;2,05
24193;JOAO RODRIGUES GUIAO DOUTOR;RIBEIRAO PRETO;RIBEIRAO PRETO;1,76
24200;MESSIAS DA FONSECA DOUTOR;RIBEIRAO PRETO;CAJURU;6,93
24211;RITA FERRAZ CASELLI PROFESSORA;RIBEIRAO PRETO;SANTA CRUZ DA ESPERANCA;5,29
24223;ARTHUR PIRES CORONEL;RIBEIRAO PRETO;LUIS ANTONIO;3,22
24235;SIMAO DA SILVA;RIBEIRAO PRETO;SAO SIMAO;5,23
24259;VIRGILIO GARCIA CAPITAO;RIBEIRAO PRETO;SAO SIMAO;4,97
24260;FRANCISCO GOMES PROFESSOR;RIBEIRAO PRETO;CRAVINHOS;4,33
24272;JOAO DE SOUZA CAMPOS CORONEL;RIBEIRAO PRETO;CRAVINHOS;3,82
24284;NELSON FERNANDES;PIRASSUNUNGA;SANTA RITA DO PASSA QUATRO;4,78
24296;FRANCISCO FERREIRA DE FREITAS;RIBEIRAO PRETO;SERRA AZUL;4,8
24302;TEOFILO SIQUEIRA;RIBEIRAO PRETO;SANTA ROSA DE VITERBO;5,09
24314;FRANCISCO MATARAZZO CONDE;RIBEIRAO PRETO;SANTA ROSA DE VITERBO;3,14
24326;VERGINIO MELLONI;RIBEIRAO PRETO;SANTA ROSA DE VITERBO;4,3
24375;AGENOR MEDEIROS PROFESSOR;RIBEIRAO PRETO;SAO SIMAO;4,74
24399;ABEL DOS REIS;RIBEIRAO PRETO;CASSIA DOS COQUEIROS;5,76
24417;JOSE FERREIRA DA SILVA;SAO CARLOS;DESCALVADO;3,88
24430;ESTERINA PLACCO;SAO CARLOS;SAO CARLOS;4,56
24442;SEBASTIAO DE OLIVEIRA ROCHA PROFESSOR;SAO CARLOS;SAO CARLOS;3
24454;LUIZ AUGUSTO DE OLIVEIRA PROFESSOR;SAO CARLOS;SAO CARLOS;1,98
24466;DOM GASTAO BISPO;SAO CARLOS;SAO CARLOS;2,6
24478;JESUINO DE ARRUDA;SAO CARLOS;SAO CARLOS;2,49
24485;JOSE JULIANO NETO PROFESSOR;SAO CARLOS;SAO CARLOS;2,83
24491;ANTONIO ADOLFO LOBBE PROFESSOR;SAO CARLOS;SAO CARLOS;5,48
24508;EDESIO CASTANHO;SAO CARLOS;IBATE;4,92
24512;ALVARO GUIAO DOUTOR;SAO CARLOS;SAO CARLOS;1,8
24521;EUGENIO FRANCO;SAO CARLOS;SAO CARLOS;1,18
24533;SALLES JUNIOR DOUTOR;SAO CARLOS;DOURADO;4,77
24545;FULVIO MORGANTI;SAO CARLOS;IBATE;5,12
24557;ARLINDO BITTENCOURT PROFESSOR;SAO CARLOS;SAO CARLOS;2,65
24594;PIRAJA DA SILVA DOUTOR;SAO CARLOS;RIBEIRAO BONITO;5,56
24600;CUNHA BUENO VISCONDE DA;SAO CARLOS;SAO CARLOS;4,14
24612;MARIA RAMOS PROFESSORA;SAO CARLOS;SAO CARLOS;4,24
24624;ANTONIO MILITAO DE LIMA;SAO CARLOS;SAO CARLOS;1,1
24636;PAULINO CARLOS CORONEL;SAO CARLOS;SAO CARLOS;2,16
24648;GETULIO LIMA CAPITAO;SAO JOAQUIM DA BARRA;SALES OLIVEIRA;4,42
24659;MARIA CAROLINA DE LIMA DONA;SAO JOAQUIM DA BARRA;NUPORANGA;4,3
24685;SYLVIO TORQUATO JUNQUEIRA;SAO JOAQUIM DA BARRA;SAO JOAQUIM DA BARRA;5,58
24697;ADOLFO ALFEU FERRERO;SAO JOAQUIM DA BARRA;SAO JOAQUIM DA BARRA;5,45
24703;GENOVEVA PINHEIRO VIEIRA DE VITTA PROFESSORA;SAO JOAQUIM DA BARRA;SAO JOAQUIM DA BARRA;4,95
24715;MANOEL GOUVEIA DE LIMA;SAO JOAQUIM DA BARRA;SAO JOAQUIM DA BARRA;4,42
24727;ELZA MIGUEL FRANCISCO PROFESSORA;SAO JOAQUIM DA BARRA;SAO JOAQUIM DA BARRA;4,32
24740;OSWALDO RIBEIRO JUNQUEIRA;SAO JOAQUIM DA BARRA;ORLANDIA;3,83
24806;MANOEL MARTINS;SAO JOAQUIM DA BARRA;MORRO AGUDO;5,47
24818;ANTONIO FRANCISCO D AVILA;SAO JOAQUIM DA BARRA;IPUA;5,43
24831;FRANCISCO SALES DE ALMEIDA LEITE;TAQUARITINGA;FERNANDO PRESTES;3,8
24843;MANOEL SILVEIRA BUENO;TAQUARITINGA;BORBOREMA;5,79
24855;GASTAO LIBERAL PINTO DOM;TAQUARITINGA;BORBOREMA;5,57
24867;RIZZIERI POLETTI;TAQUARITINGA;CANDIDO RODRIGUES;4,06
24880;9 DE JULHO;TAQUARITINGA;TAQUARITINGA;3,9
24909;ANIBAL DO PRADO E SILVA PROF;TAQUARITINGA;TAQUARITINGA;4,39
24922;ANTONIO MORAES BARROS DR;TAQUARITINGA;ITAPOLIS;5,24
24934;JOSE INOCENCIO DA COSTA;ARARAQUARA;MATAO;2,62
24946;HENRIQUE MORATO PROF;ARARAQUARA;MATAO;4,6
24958;CHLORITA DE OLIVEIRA PENTEADO MARTINS PROFA;ARARAQUARA;MATAO;3,89
24961;LEOPOLDINO MEIRA DE ANDRADE DR;ARARAQUARA;MATAO;6,52
24971;NELSON ANTONIO ROMAO PADRE;ARARAQUARA;MATAO;3,85
24983;TEOFILA PINTO DE CAMARGO PROFA;TAQUARITINGA;ITAPOLIS;4,98
25008;ROBERTO VELTRE PROF;ARARAQUARA;MATAO;6,57
25012;JOEL MIRANDA CAPITAO;TAQUARITINGA;SANTA ERNESTINA;5,09
25021;JOSEPHA MARIA DE OLIVEIRA BERSANO PROFA;TAQUARITINGA;IBITINGA;3,66
25045;VICTOR MAIDA;TAQUARITINGA;IBITINGA;4,54
25057;CACILDA CALDAS CRUZ DONA;TAQUARITINGA;IBITINGA;7,03
25069;LUCY SALINA FERNANDES GAION PROFA;TAQUARITINGA;IBITINGA;2,87
25070;ANGELO MARTINO PROF;TAQUARITINGA;IBITINGA;3
25082;JOAO CAETANO DA ROCHA PROF;TAQUARITINGA;ITAPOLIS;6,08
25094;PEDRO MASCARI;TAQUARITINGA;ITAPOLIS;5,15
25100;ANTONIO COMAR VEREADOR;TAQUARITINGA;DOBRADA;5,91
25124;FELICIA ADELVAIS PAGLIUSO PROFA;TAQUARITINGA;TAQUARITINGA;6,76
25136;VALENTIM GENTIL;TAQUARITINGA;ITAPOLIS;3,69
25148;HELENA BORSETTI PROFA;ARARAQUARA;MATAO;4,15
25159;FRANCISCO SILVEIRA COELHO PROF;TAQUARITINGA;TAQUARITINGA;4,8
25161;FRAGA MAJOR;BAURU;BAURU;5,61
25173;PLINIO FERRAZ;BAURU;BAURU;4,25
25197;JORGE MATTAR PADRE;BAURU;IACANGA;4,73
25203;CELIA PRIMO CALIL PROFA;BAURU;LUCIANOPOLIS;5,62
25215;ANTONIO SERRALVO SOBRINHO PROF;BAURU;BAURU;5,85
25227;ANTONIO XAVIER MENDONCA PROF;BAURU;BAURU;4,7
25239;AYRTON BUSCH PROF;BAURU;BAURU;6,57
25240;EDUARDO VELHO FILHO PROF;BAURU;BAURU;4,58
25252;SEBASTIAO INOC ASSUMPCAO PROF;BAURU;AREALVA;4,32
25264;ANIS DABUS DR;BAURU;AVAI;5,16
25276;LUIZ ZUIANI DR;BAURU;BAURU;2,09
25288;SALVADOR FILARDI;BAURU;BAURU;5,53
25297;STELA MACHADO;BAURU;BAURU;3,21
25306;TORQUATO MINHOTO;BAURU;BAURU;3,16
25318;JOSE VIRANDA PROF;BAURU;BAURU;4,91
25324;RODOLFO MIRANDA SENADOR;BAURU;CABRALIA PAULISTA;5,92
25331;BENEDITO GEBARA;BAURU;DUARTINA;5,42
25367;EDUARDO VELHO FILHO PROF;BAURU;PIRATININGA;4,85
25392;CARLOS CORREA VIANNA PROF;BAURU;REGINOPOLIS;5,2
25409;FRANCISCO DE PAULA ABREU SODRE DR;BAURU;UBIRAJARA;5,68
25410;HENRIQUE BERTOLUCCI PROF;BAURU;BAURU;4,74
25434;LUIZ BRAGA PROF;BAURU;BAURU;6,64
25446;LUIZ CASTANHO DE ALMEIDA PROF;BAURU;BAURU;4,52
25458;MORAIS PACHECO PROF;BAURU;BAURU;2,6
25461;SILVERIO SAO JOAO PROF;BAURU;BAURU;1,81
25471;ANA ROSA ZUCKER D'ANNUNZIATA PROFA;BAURU;BAURU;5,14
25483;CAROLINA LOPES DE ALMEIDA PROFA;BAURU;BAURU;4,54
25495;MERCEDES PAZ BUENO PROFA;BAURU;BAURU;0,69
25501;VERA CAMPAGNANI PROFA;BAURU;BAURU;5,61
25513;JOAQUIM DE MICHIELI PROF;BAURU;BAURU;2,88
25525;JOSE APARECIDO GUEDES DE AZEVEDO PROF;BAURU;BAURU;3,54
25537;ERNESTO MONTE;BAURU;BAURU;2,69
25549;GUIA LOPES;BAURU;BAURU;4,91
25562;JOAQUIM RODRIGUES MADUREIRA;BAURU;BAURU;4,2
25574;FRANCISCO ANTUNES PROF;BAURU;BAURU;3,38
25598;CHRISTINO CABRAL PROF;BAURU;BAURU;2,72
25616;PRADO MAJOR;JAU;JAU;4,44
25628;TOLENTINO MIRAGLIA DOUTOR;JAU;JAU;4,02
25636;TULLIO ESPINDOLA DE CASTRO PROFESSOR;JAU;JAU;4,21
25653;ANTONIO FERRAZ;JAU;MINEIROS DO TIETE;4,61
25665;ANCHIETA;JAU;PEDERNEIRAS;3,56
25689;NEUSA CESTARI FABRI PROFESSORA;JAU;PEDERNEIRAS;4,78
25719;IDALINA VIANNA FERRO PROFESSORA;JAU;BARIRI;5,08
25732;HENRIQUE MONTENEGRO CAPITAO;JAU;BOCAINA;3,71
25756;EDIR HELEN SGAVIOLI FACCIOLI PROFESSORA;JAU;BORACEIA;5,42
25768;JOSE ALVES MIRA;JAU;DOIS CORREGOS;4,99
25773;ERASTO CASTANHO DE ANDRADE PROFESSOR;JAU;ITAJU;4,7
25781;GALVAO FREI;JAU;JAU;5,54
25793;JOAO PACHECO DE ALMEIDA PRADO;JAU;JAU;5,6
25811;CAETANO LOURENCO DE CAMARGO;JAU;JAU;3,21
25835;DOMINGOS DE MAGALHAES DOUTOR;JAU;JAU;2,34
25847;LOPES RODRIGUES DOUTOR;JAU;JAU;3,04
25860;EPHIGENIA CARDOSO MACHADO FORTUNATO PROFESSORA;JAU;BARIRI;3,05
25896;VIRGILIO CAPOANI;BAURU;LENCOIS PAULISTA;3,69
25902;LEONINA ALVES CONEGLIAN PROFA;BAURU;LENCOIS PAULISTA;4,11
25914;IRACEMA LEITE E SILVA PROFESSORA;JAU;BOREBI;4,36
25938;PAULO ZILLO DR;BAURU;LENCOIS PAULISTA;2,91
25963;JOSE CONTI;JAU;IGARACU DO TIETE;5,2
25975;GERALDO PEREIRA DE BARROS DOUTOR;JAU;BARRA BONITA;3,47
25987;JOAO BATISTA DE AQUINO PE;BAURU;AGUDOS;5,78
25999;ARACY SANTINHO BARBERI PROFA;BAURU;PAULISTANIA;5,62
26001;MARIA BATAGLIN DELAZARI;BAURU;AGUDOS;5,38
26037;JOAO BATISTA RIBEIRO;BAURU;AGUDOS;3,64
26050;FERNANDO VALEZI;JAU;MACATUBA;3,7
26062;LAURINDO BATTAIOLA;JAU;BARRA BONITA;3,24
26074;JORGE AMERICANO PROF;LINS;LINS;3,53
26086;MINERVINA SANT ANNA CARNEIRO PROFA;LINS;LINS;5,89
26098;JOAO FRANCISCO COELHO CEL;LINS;PROMISSAO;5,28
26104;ORLANDO DONDA PROF;LINS;PROMISSAO;4,52
26116;FERNANDO COSTA;LINS;LINS;3,7
26128;OCTACILIO SANT ANNA PROF;LINS;LINS;4,28
26136;ALFREDO PUJOL DR;BAURU;PIRAJUI;3,38
26141;HUGO GAMBETTI PROF;LINS;PROMISSAO;6,06
26153;JOSE ARIANO RODRIGUES;LINS;LINS;2,52
26165;GENOVEVA JUNQUEIRA DONA;LINS;LINS;4,52
26177;HENRIQUE MOURAO DOM;LINS;LINS;4,72
26189;21 DE ABRIL;LINS;LINS;3,04
26190;PASCHOAL FLAMINO;LINS;URU;5,51
26207;JOAO CANDIDO FERNANDES FILHO PROF;LINS;SABINO;5,42
26219;ELZIRA GARBINO PAGANI PROFA;LINS;PONGAI;4,82
26273;ANTONIO SANCHES LOPES;BAURU;BALBINOS;5,19
26293;JANDIRA DE MORAES NUNO PROFESSORA;LINS;CAFELANDIA;5,81
26300;WOLNEY RADIGHIERI PROF;LINS;CAFELANDIA;6,92
26311;AFONSO PENA PRESIDENTE;LINS;CAFELANDIA;5,05
26335;VALDOMIRO SILVEIRA;LINS;CAFELANDIA;5,56
26347;ANTONIO FRANCISCO DOS SANTOS JUNIOR;LINS;GUAICARA;4,72
26360;JOSE PIMENTA DE PADUA;LINS;GETULINA;7,78
26372;ROSA SALLES LEITE PENTEADO PROFA;LINS;GETULINA;4,53
26384;ALFREDO MARCONDES CABRAL CEL;LINS;GETULINA;5,97
26396;JOSE BELMIRO DA ROCHA;LINS;GUAIMBE;5,83
26402;JOSE EGEA PROF;LINS;GUARANTA;6,24
26414;JOSE CARLOS MONTEIRO;MARILIA;JULIO MESQUITA;6,21
26448;DORIVAL CALAZANS LUZ PROF;LINS;LINS;5,06
26451;MIECIO CAVALHEIRO BONILHA PROF;LINS;LINS;6,84
26463;SILVIO DE ALMEIDA PROF;LINS;PROMISSAO;7,03
26475;MIGUEL COUTO DR;LINS;PROMISSAO;5,03
26487;MARIA ANGELICA MARCONDES PROFA;BAURU;PIRAJUI;5,94
26529;NESTOR SAMPAIO BITTENCOURT DOUTOR;CATANDUVA;CATANDUVA;5,3
26530;VITORINO PEREIRA PROFESSOR;CATANDUVA;CATANDUVA;4,42
26554;JOAQUIM ALVES FIGUEIREDO;CATANDUVA;CATANDUVA;4,34
26566;BENEDITO BORGES DA SILVEIRA;CATANDUVA;ELISIARIO;4,61
26578;ANTONIO CARLOS;CATANDUVA;CATIGUA;4,43
26585;CAROLINA DE QUADROS TOLEDO PROFESSORA;CATANDUVA;PARAISO;3,55
26591;CARLOS AUGUSTO FROELICH DOUTOR;CATANDUVA;PINDORAMA;4,67
26645;ANTONIO MAXIMIANO RODRIGUES;CATANDUVA;CATANDUVA;3,67
26657;ALFREDO MINERVINO;CATANDUVA;CATANDUVA;3,5
26670;BARAO DO RIO BRANCO;CATANDUVA;CATANDUVA;3,12
26682;NICOLA MASTROCOLA;CATANDUVA;CATANDUVA;3,52
26700;GIUSEPPE FORMIGONI;CATANDUVA;SANTA ADELIA;3,88
26724;JOAO GOMIERI SOBRINHO;CATANDUVA;PALMARES PAULISTA;5,04
26736;GABRIEL HERNANDEZ;CATANDUVA;ARIRANHA;4,9
26748;PAULO DE LIMA CORREA;CATANDUVA;CATANDUVA;2,46
26761;DINORAH SILVEIRA BORGES PROFESSORA;CATANDUVA;CATANDUVA;4,62
26797;JOAQUIM ANTONIO PEREIRA;FERNANDOPOLIS;FERNANDOPOLIS;2,71
26803;SANSARA SINGH FILHO PROFESSOR;FERNANDOPOLIS;OUROESTE;4,7
26815;HILDA BERTONCINI RODRIGUES PROFESSORA;FERNANDOPOLIS;PEDRANOPOLIS;5,29
26827;JOSE BRANDINI;FERNANDOPOLIS;SAO JOAO DAS DUAS PONTES;5,22
26839;CARLOS BAROZZI;FERNANDOPOLIS;FERNANDOPOLIS;5,56
26852;MARIA CONCEICAO APARECIDA BASSO PROFA;FERNANDOPOLIS;FERNANDOPOLIS;6,21
26864;MARILENE DE LURDES LISBOA SINGH PROFESSORA;FERNANDOPOLIS;GUARANI D'OESTE;5,29
26876;ANTONIO TANURI PROFESSOR;FERNANDOPOLIS;FERNANDOPOLIS;5,02
26897;AFONSO CAFARO;FERNANDOPOLIS;FERNANDOPOLIS;4,72
26906;HAROLDO GUIMARAES BASTOS ENGENHEIRO;FERNANDOPOLIS;MACEDONIA;5,32
26918;SILVIO MIOTTO;FERNANDOPOLIS;ESTRELA D'OESTE;4,48
26931;DATHAN CERVO PROFESSOR;FERNANDOPOLIS;INDIAPORA;5,36
26943;PASCHOAL CASTREQUINI PREFEITO;FERNANDOPOLIS;MIRA ESTRELA;5,18
26979;SATURNINO LEON ARROYO;FERNANDOPOLIS;FERNANDOPOLIS;5,7
26980;LIBERO DE ALMEIDA SILVARES;FERNANDOPOLIS;FERNANDOPOLIS;3,24
27005;DONATO MARCELO BALBO;FERNANDOPOLIS;MERIDIANO;4,86
27054;ADELINO BERTANI;JALES;MESOPOLIS;4,96
27066;OSCAR ANTONIO DA COSTA;JALES;SAO FRANCISCO;5,57
27091;JERONYMO TRAZZI;FERNANDOPOLIS;TURMALINA;4,86
27108;BAPTISTA DOLCI;JALES;DOLCINOPOLIS;5,57
27112;CARLOS CELSO LENARDUZZI;JALES;SANTA ALBERTINA;5,43
27121;LESBINO DE SOUZA ALKIMIN;FERNANDOPOLIS;POPULINA;5,97
27133;FRANCISCO MOLINA MOLINA ESCOLA ESTADUAL;JALES;SANTA SALETE;4,23
27145;EUPHLY JALLES DOUTOR;JALES;JALES;3,87
27169;JOSE NOGUEIRA DE SOUZA;JALES;VITORIA BRASIL;6,6
27170;OSVALDO RAMOS;JALES;DIRCE REIS;6,36
27182;ZELIA DE LOURDES ZACCARELLI LOPES PROFESSORA;JALES;PONTALINDA;6,04
27194;JOSE RIBEIRO PREFEITO;JALES;PARANAPUA;5,58
27212;JOSE TEIXEIRA DO AMARAL;JALES;URANIA;5,54
27224;ARTUR HORSTHUIS DOM;JALES;JALES;2,76
27248;AKIO SATORU PROFESSOR;JALES;URANIA;5,16
27259;JOSE DOS SANTOS;JALES;ASPASIA;5,77
27261;CARLOS DE ARNALDO SILVA PROFESSOR;JALES;JALES;5,66
27285;JUVENAL GIRALDELLI;JALES;JALES;3,86
27315;APARECIDO EUZEBIO TORRES PROFESSOR;JOSE BONIFACIO;JOSE BONIFACIO;6,37
27339;JOAO DIONISIO PROFESSOR;JOSE BONIFACIO;UBARANA;4,31
27340;SEVERINO REINO;JOSE BONIFACIO;JOSE BONIFACIO;3,13
27352;ODILA BOVOLENTA DE MENDONCA PROFESSORA;JOSE BONIFACIO;ADOLFO;4,19
27364;JOSE EMYGDIO DE FARIA DOUTOR;JOSE BONIFACIO;JACI;4,49
27376;JOSE ANTONIO DE MENDONCA;JOSE BONIFACIO;JOSE BONIFACIO;4,54
27397;GABRIEL COZZETTO;JOSE BONIFACIO;NOVA ALIANCA;4,02
27406;JOAO BAPTISTA TEIXEIRA;JOSE BONIFACIO;PLANALTO;5,52
27418;ANTONIO TEIXEIRA DOS SANTOS;JOSE BONIFACIO;ZACARIAS;4,45
27424;NICOTA DE SOUZA DONA;JOSE BONIFACIO;MENDONCA;4,44
27443;PEDRO BRANDAO DOS REIS;JOSE BONIFACIO;JOSE BONIFACIO;4,35
27455;MARTINIANO ANTONIO RODRIGUES;JOSE BONIFACIO;UNIAO PAULISTA;5,67
27479;ANTONIO PERCILIANO GAUDENCIO;VOTUPORANGA;NHANDEARA;5,58
27480;PRESCILIANO PINTO DE OLIVEIRA DOUTOR;JOSE BONIFACIO;NIPOA;5,16
27492;GENTILA GUIZZI PINATTI;VOTUPORANGA;SEBASTIANOPOLIS DO SUL;4,3
27509;PORFIRIO PIMENTEL;VOTUPORANGA;MACAUBAL;5,22
27510;ALICE SALES CUNHA PROFESSORA;JOSE BONIFACIO;POLONI;5,3
27522;NOVA LUZITANIA;VOTUPORANGA;NOVA LUZITANIA;5,38
27534;JOSE ZANOVELLI;JOSE BONIFACIO;POLONI;4,05
27546;JOSE FLORENCIO DO AMARAL;VOTUPORANGA;MONCOES;4,74
27561;PORFIRIO DE ALCANTARA PIMENTEL CAPITAO;JOSE BONIFACIO;MONTE APRAZIVEL;4,05
27583;PEDRO PEDROSA;VOTUPORANGA;NHANDEARA;4,27
27650;GUINES AFFONSO MORALES PROFESSOR;JOSE BONIFACIO;NEVES PAULISTA;4,33
27686;CLARINDA MACHADO DE SOUZA;VOTUPORANGA;RIOLANDIA;7
